variant,case,region,sample,iterations,elapsed_ticks,allocated_bytes,counter_responded,frequency
all,character,prepare_colliders,44,1,203,-1,False,10000000
all,character,adopt_colliders,44,1,109,-1,False,10000000
all,character,provisional_build,45,1,974,-1,False,10000000
all,character,prepare_colliders,45,1,205,-1,False,10000000
all,character,adopt_colliders,45,1,111,-1,False,10000000
all,character,provisional_build,46,1,781,-1,False,10000000
all,character,prepare_colliders,46,1,206,-1,False,10000000
all,character,adopt_colliders,46,1,107,-1,False,10000000
all,character,provisional_build,47,1,758,-1,False,10000000
all,character,prepare_colliders,47,1,197,-1,False,10000000
all,character,adopt_colliders,47,1,113,-1,False,10000000
all,character,provisional_build,48,1,706,-1,False,10000000
all,character,prepare_colliders,48,1,202,-1,False,10000000
all,character,adopt_colliders,48,1,109,-1,False,10000000
all,character,provisional_build,49,1,722,-1,False,10000000
all,character,prepare_colliders,49,1,190,-1,False,10000000
all,character,adopt_colliders,49,1,108,-1,False,10000000
all,character,provisional_build,50,1,757,-1,False,10000000
all,character,prepare_colliders,50,1,189,-1,False,10000000
all,character,adopt_colliders,50,1,111,-1,False,10000000
all,character,provisional_build,51,1,721,-1,False,10000000
all,character,prepare_colliders,51,1,185,-1,False,10000000
all,character,adopt_colliders,51,1,111,-1,False,10000000
all,character,provisional_build,52,1,722,-1,False,10000000
all,character,prepare_colliders,52,1,189,-1,False,10000000
all,character,adopt_colliders,52,1,109,-1,False,10000000
all,character,provisional_build,53,1,718,-1,False,10000000
all,character,prepare_colliders,53,1,185,-1,False,10000000
all,character,adopt_colliders,53,1,109,-1,False,10000000
all,character,provisional_build,54,1,717,-1,False,10000000
all,character,prepare_colliders,54,1,181,-1,False,10000000
all,character,adopt_colliders,54,1,109,-1,False,10000000
all,character,provisional_build,55,1,709,-1,False,10000000
all,character,prepare_colliders,55,1,193,-1,False,10000000
all,character,adopt_colliders,55,1,109,-1,False,10000000
all,character,provisional_build,56,1,712,-1,False,10000000
all,character,prepare_colliders,56,1,186,-1,False,10000000
all,character,adopt_colliders,56,1,110,-1,False,10000000
all,character,provisional_build,57,1,701,-1,False,10000000
all,character,prepare_colliders,57,1,184,-1,False,10000000
all,character,adopt_colliders,57,1,110,-1,False,10000000
all,character,provisional_build,58,1,712,-1,False,10000000
all,character,prepare_colliders,58,1,180,-1,False,10000000
all,character,adopt_colliders,58,1,111,-1,False,10000000
all,character,provisional_build,59,1,706,-1,False,10000000
all,character,prepare_colliders,59,1,182,-1,False,10000000
all,character,adopt_colliders,59,1,108,-1,False,10000000
all,character,provisional_build,60,1,690,-1,False,10000000
all,character,prepare_colliders,60,1,189,-1,False,10000000
all,character,adopt_colliders,60,1,108,-1,False,10000000
all,character,provisional_build,61,1,703,-1,False,10000000
all,character,prepare_colliders,61,1,185,-1,False,10000000
all,character,adopt_colliders,61,1,106,-1,False,10000000
all,character,provisional_build,62,1,725,-1,False,10000000
all,character,prepare_colliders,62,1,185,-1,False,10000000
all,character,adopt_colliders,62,1,110,-1,False,10000000
all,character,provisional_build,63,1,708,-1,False,10000000
all,character,prepare_colliders,63,1,188,-1,False,10000000
all,character,adopt_colliders,63,1,108,-1,False,10000000
